teks,skor,label
"minimal bedain yang beneran gara"" sinyal atau memang di sengaja jangan dikit"" pengurangan skor ,gara"" ad kendala di jaringan setiap mau masuk ke lobi selalu gagal ujung - ujunganya kena pengurangan kredit skor alasan tidk mengisi lobi pemain ...niat mau tes sinyal di brawl selalu gagal masuk lobi gara"" sinyal ehh tetep kena terus pengurangan kredit smpek turun ke 80 game makin ga jelas ..",1,negatif
bangkek GK bisa masuk game,1,negatif
game nya bagus dan memiliki effect hero yang bagus! kerennn,5,positif
kecewa ama monton,1,negatif
gue main drak sistem mulu bukan gak seru seru aja tapi drak sistem mulu coba cari namanya Belayer historinya kalah terus,4,positif
"Teammate Issues. When playing solo, you often face a team of four friends from a small community who regularly play together—but you’re not one of them. The problem arises when one of them doesn’t get the hero, role, or position they want—they may deliberately play poorly, pretend to participate, or even leave the match. The same happens with booster (“joki”) accounts: if they don’t get their favorite hero, they’ll sabotage the game. This behavior throws off match balance and ruins the overall.",1,negatif
"kasih aku ws moontonn aku cpk stuck di epic, ws, ws, ws, ws, ws, ws, ws,",5,positif
"game ini tidak cocok untuk anak2 dan orang krg sabar, dan tolong tambah kan fitur reverse di replay karena sebagian orang yang telah melakukan Kill yg luar biasa dan mereka ingin melihat ulang gameplay mereka, dan tolong kalau ada player yang tidak login beberapa hari/minggu ketika mereka login jangan membuat player itu stres karena mereka sudah tidak login beberapa hari/minggu hindarkan mereka dari player yang tidak niat untuk bermain dan membawa kekalahan",1,negatif
"game ini sangat bagus dan menghibur, saya habis losetrek dari glory 53 sampai honor 40.",5,positif
terlalu sulit karena aku main malam sampe subuh tapi bintang ku cuma naik turun. main dari malam sampe subuh malah bintang nya itu itu aja. cape mainnya,5,positif
Terhibur,5,positif
Ngasih Tim Ga sesuai!!,1,negatif
"game burik, dapet tim selalu drak sistem",1,negatif
bagus menurutku sih cuma untuk moonton tolong hilangkan para dark sistem aku selalu mvp kalah soalnya semua tim ku beban jadi tolong ya moonton,5,positif
gema dajjal setiap mau naik pangkat pasti di beri tim gk jelas tolong hapus lah dark sistem,1,negatif
sayang dapat musuh gak seimbang,5,positif
oke,5,positif
"makin ga jelas di bikin bisa 1 role ga lama lagi bakal banyak yg uninstal gara"" cuma bisa make 1 lane karena tertekan yang ga bisa maen jadi males liat aja bakal pindah ke game sebelah",1,negatif
game apaan gjls afk rilog 1thn lawak Skrang update lagi kalo afk gbsa masuk ke dalem game lagi mending gua maen ff daripada game burik ini kalo bikin game yg jelas dong gua kadang afk karna sinyal tapi Skrang kalo afk gbsa masuk lagi 😂,1,negatif
gem nya baguss seru tapi kalo main dapet tim yang gak masuk akal kaya baru pertama main,5,positif
bagus saran saya ada fitur-fitur mundur rekamanan hasil pertandingan,5,positif
mantap,5,positif
game ppk,1,negatif
"Ga tau knp akhir akhir ini game nya lag banget, trs relog' sendiri, tolong di perbaiki, soalnya penyimpanan aku masih lumayan cukup ga mungkin kalo lag",2,negatif
"tim gajelas tiap hari kalah 5 kali terus, paling menang cuma 1 atau 2 itu juga dapet lawan bot",1,negatif
klo bisa di batessin pake umur bang kbanyakan bocah semua main ngtrol,1,negatif
game nya sih bagus tapi kata mmh aku & bp ku game ini kaya babi haram,1,negatif
like,5,positif
"game ini sangat lol karna saya mendapat kan lawan yang susah,untuk yang mau download game ini di pikir pikir dulu Nanti otak kalian bakal ancur karna kalah dan frustrasi,saya hampir gila main game ini",1,negatif
game ini Gak lagi mensupport solo player jdi buat Lo yg ngk punya teman Mabar mending jangan hapus aja deh,1,negatif
top,5,positif
good,5,positif
"Game nya sangat menyenangkan saya mythic honor bintang 36 winstreak, Alhamdulillah lost sreak hilang bintang 25 saya sangat senang dan sangat menantang",5,positif
game ini seru dimainkan danjuga ada skilnya ada skil satu sampai tiga terkadang ada skil lebih dan hero banyak aku suka pakai alpha buruan donload sekarang.,5,positif
enak banget,5,positif
"angela annual gak resale bulan mei auto bintang 1, parah si muntod mainin perasaan ciwi ciwi yang nunggu sampe lumutan tuh fregmen 😡😡😡😠",1,negatif
👍👏👏👏👏,5,positif
saya sangat menyukai nya gamenya bagus grafiknya pun bagus,5,positif
"plisss moonton tolong!!, masa aku yang bot ini dikasih musuh yang proo sih🗿😭😭",2,negatif
UDH KU UNINSTALL SEBAB ANGELA ANUAL GAJADI RESALE 🥰🙏,1,negatif
game taiii,5,positif
aku senang karena skin kolab Naruto gratis tapi aku tidak senang karena kau tida bisa keluar dari epikkkkkkkkk,5,positif
nggak tahu ML yang ngebug atau akun gua yang ngebug atau HP gua tapi gua nggak bisa main ML sama sekali saat gua mulai gamenya malah gak bisa mulu malah langsung keluar mulu kagak masuk ke mulai gamenya gitu kaya langsung terlempar keluar,1,negatif
Player nya kebanyakan orang tolol,1,negatif
"game rusak kaga jelass masih player selalu kaga sesuai pangkat mau naik ke pangkat selalu di kasih tim nya begoo kaga jelass game kaga adill kocak lucu bett coba buat yg adill gausa nyusahin orang buat naik pangkat ngasih tim kaga jelas kaga setara sama pangkat game anehh semua di persulit bikin pusing setres orang aja,,bikin pening stress main game ini kalo kebanyakan di kasih tim yg kaga sesuai pangkat apah lagi main solo makin stress kaga jelass aneh",1,negatif
mantap tpi hero nya lambat,5,positif
ini games konnntolllll bermain kok jadi afk...,5,positif
saya sangat suka,5,positif
"game aneh,",2,negatif
"kasih tim tu yang setara dong sama sama mantan tier hight,malah di kasi tim rank ter tinggi legend sama epic, gw sebagai solo player uda muak menang kalah kadang juga di troll sama penghuni asli, itu saja yang saya sampaikan :D",4,positif
game rusak di kasih lostrek mlu tim beban musuh jago inget jngan download ml game rusak rusak menang skli kalah 3x emng rusak,1,negatif
montoom ajg susah kali ke imo udah 97 kau turunkan aku ke 83 kasi lah,1,negatif
"gatau suka freeze di loading screen trs hrs login lagi, sinyal sama penyimpanan aman bgt, trs pas di in game juga kadang patah-patah. atau bahkan 1 tim sinyalnya jelek semua kenapa kah montoon? udh gitu pas balik ke game kehitung afk dahal abis login ulang lanjut main trs sampe end game. bikin jelek credit score aing ah🥲",1,negatif
klo ngasih lawan tuh yang seimbang atau yang bot ke sesekali cape gw ga naek naek bintang gw di 8 trus,1,negatif
"Syukur Alhamdulilah esot tina game ieu,mudah mudahan anu sering maen game ieu dipohoken kana game ieu.",2,negatif
"dear moonton game seperti apa yg kalian anggap adil??? draftpick mytik ada salah satu tim lawan afk, kami tim yg utuh tidak dikasih apa apa???? itu adil kah??? tim yg menang tetap di kasih bintang lah jangan kira draft pick itu tidak memakan waktu ?! ini bukan adil tapi adil ke tim yg afk saja,,,",1,negatif
"parah si masa satu tim bintang nya di bawah saya terus dapet tmn main nya, harus nya yg setara, tolong di perbaiki lah, sma yg ngtrol apa lgi akun baru di bent 1 minggu mls ktm tim isi nya ngetrol, pas di ripot, laporan nya cuma di kurangin kredit scor nya, kecewa.",2,negatif
intinya saya sangat kecewa dengan game ini !!!!!,1,negatif
game kikir,1,negatif
1. Adakan mode brawl ranked 2. tolong match makingnya jangan sama dark sistem lagi,4,positif
"setelah update banyak bug ,saya tidak bisa masuk match making karena gangguan jaringan padahal sinyal wi fi saya baik ..tolong segera perbaiki masalah seperti ini saya telah kehilangan banyak credit score karena hal ini",1,negatif
good,5,positif
"banyak banget bug, sering lag padahal jaringan stabil. giliran udah lag parah jalan sendiri malah dibuat sistem afk. minimal bagusin fitur baru skin. CS pun kaya gaada kerjaan membantu ngga menyusahkan iya🥱🙏",5,positif
"ga ngerti lagi dehh knpa tiba"" lag mulu, org"" jg udh banyak komplain tapi ga di denger.",1,negatif
game..busuk sinyal engelek terus busuk,5,positif
"jangan download gak adil banget kasih team, masih bronze aja banyak abang² an yang pakek akun smurf jangan donlot gak adil banget nyesel lo kalo donlot",1,negatif
klok masalah games bagus tapi kalok punya tmn pasti ada aja yg drak sistem kalok mau buat games itu yg adil klok tim musuh punya tim bagus ya seharus bagus juga jgn yg tolol moonton gak adil paham,1,negatif
mantap,5,positif
woi jelek woi gamenya haram,1,negatif
Match making nya lebih bagus Honor of king lebih imbang.. Di game ini match makingnya ada bug RW,1,negatif
"apa lahhh game apaan ini sumpah bikin emosi naik, moonton cobaa lah pisah kan dark sistem sama aku yg sering solo in, ketemu tim yang emblem ngaco, spell ndk betull, beli item yg gk guna buat tim, ketemu mm yg main udah kayak main tank / roam, sumpah lah bikkn emosi naik, pengen pensi tapi in game tongkrongan gw, capekkkkkkkk gw moontonn tolong lah pisah kan player gameplay ny kayak EPIC ABADI sama kami yg, honor, glory iniiiiiiiiiiiiii, muakkkk gwwwwwwwwwww, gk bagus buat kesehatan ini game",1,negatif
burik,1,negatif
"server sering error, dan untuk akhir ini sering terjadi tim yang tidak setara",3,netral
payah,1,negatif
banyakan lag nya ping langsung drop pdhal sinyal bagus skrng makin kesini makin parah ML,1,negatif
mantul,5,positif
"game aneh, tim gak guna,darsk sistem",1,negatif
game gak jelas,1,negatif
"montoon perbaiki matcmaking lah,kbnyakan orang ngetroll, dark system, kasian yg tiap hari main TPI lose streak,paling gaknya ya di kasih hukuman yg troll,TPI mereka aman"" aj paling kredit skorr berkurang knp ga sklian aj ga bisa main 1hri di rank gtu ke,bukan cuman skin doang yg diurusin montoon",1,negatif
3 dulu ya,4,positif
game gak jelas gw di kasih team nob terus sedangkan musuh GG semua glory immortal sedangkan team gw akunya masih level 1 level 30 paling tinggi.,1,negatif
ok bagus banget,5,positif
Player isi dark sistem,1,negatif
KECEWAA!! angela annual gk d resale game kikirrr,1,negatif
"game rusak,terlalu banyak dark system nya, gak kaya moba sebelah adil",1,negatif
game sampah,1,negatif
berat sistem moonton. gimanapun main ttap di kasih klah. boot sllu dapat tim. selisih gold jauh klah. season ni betul2 aneh cara kerja sistem moonton. 90% dpt tim buta map. 1 vs 5 2 vs 5 dan 3 vs 5. ini bukan sistem adil tapi sistem cheat,1,negatif
"benerin sistem matchmaching nya dong,jangan hanya di lihat dari segi tier nya saja liat juga skill player nya,moonton ga sehat kah ?!!!",1,negatif
"tolong Hero Gloo Yg dulu di Kembalikan Lagi stelan nya Setelah di Upgred Makin Nggak Jelas Make Gloo, Susah Naikin Orang nya Darah Cepat Habis, Stun Nggak ada Ilang, Sebelum Di Perbaikin Lagi Baru Gua Dowlload Gua Hapusss, Makin Kesini Ml Makin Aneh² Aja Gawenya",2,negatif
"Match makingnya benerin lagi moonton, bisa bisanya Ampe 6x lose tapi dapat mvp. Bikin lingkungan ga kondusif aja.",1,negatif
server delay tolong di perbaiki dan ciri khas hero kok banyak di rubah contoh kaya ulti yi sun-sin jadi makin riweh,3,netral
toptop banget,5,positif
GAME JELEK KIKIRRRR😡😡,1,negatif
tidak bisa masuk ke pertandingan karena jaringan eror. padahal jaringan saya sudah bagus. saya coba melakukan relog berkali kali tetap tidak bisa. mohon untuk dipertimbangkan untuk masalah ini,2,negatif
masih ada player pakai chit.barusan main udah ada yg ngecheat hero tiba tiba g bisa pkai skill.jln sendiri.hadeh.tolonglah diperketat sistemnya . q uninstal aja dah 😒,1,negatif
banyak dark sistem 🗿,5,positif
"Matchmaking tidak seimbang pada permainan solo, duo maupun trio. Server, fps & Jaringan yang tidak kompatibel dan down. cs yang meremehkan dan template pada laporan player",1,negatif
gem nya sangat seru,5,positif
"jujur tambah kecewa ,dari Pihak moonton tanggapanya gimana,rank legend 1,2 jangan di pertemukan yang masih epik 3,4,5 dong masa legend 1,2 ditemuin tim gituan ya gak masuk akal lah,kalo emang gak ada player jangan di pertemukan dengan epic 3,4,5 lah,dari hari itu juga gua udah males maen ,",1,negatif
kalau lagi dalam pertandingan jaringan sering negeleg padahal jaringan bagus baguss ajaa tolong di perbaiki lagiii,1,negatif
"Match nya benerin napa, dapat tim gak seimbang, server down ping merah semua",2,negatif
semakin hari semakin seru dan gak pernah bosan main game mlbb nih 😁,5,positif
apasihh player cheat gak di ban,1,negatif
angela anual kapan resela,1,negatif
"Banyak bug ny, sering lag",3,netral
game bocil,1,negatif
lag,1,negatif
Plis. Propokasi agama... Toxs ketuhanan. Ben player 50 crdit scor... Plis repot player,1,negatif
"kecewa berat sama moonton, Angela anual d undur muluu💔😔",1,negatif
"Hallo Saya Rahmadpacooll ingin meminta kepada moonton atau pihak berwajib agar game ini di buat sportif, saya tiap hari bertemu team yang gak bisa main seperti 2 junglee 2 mm 2 assasin 2 exp tolong ini di perbaiki masalahnya, dan yang terakhir semua player jungler kecewa karena yi shun shin di nerf pasif nya dan ultimate Terima Kasih🙏 Nickname : XxzzMusa++",4,positif
"Match nya ga seimbang, dptt tim ga bener mulu",1,negatif
"min gw ngasih masukan dikit, tolong biarkan player bebas pake skin di mode practis/ di costum supaya player merasakan skin bagus walaupun sekedar costum",5,positif
"game gak jelas, dapet tim gak sesuai setiap mau naik rank pasti dikasih musuh jago tim bot, gitu2 bilang udah di atur, diatur keong diatur. game gak jelas, mending rating bintang 1 aja. tim dongo, sini 1v1 aku kalah kamu ngasih 1500 diamond, aku menang kamu ngasih aku 15000 diamond. nah jika andi memberi coklat ke lala, lalu lala memberi coklat itu ke alfi dan dilihat andi, maka beberapa kecepatan mobil bmw mk4 andi?",1,negatif
"game gajelas, jaringan ijo tapi gabisa di gerakin tolol",1,negatif
game luar biasa tidak membosan kan dan sagat menghibur,5,positif
many dark systems moonton please give a balanced team,2,negatif
Kasi draf itu yg benner aj monton lol.. gendong truss dapet time lol trussss cpek gblokk,1,negatif
geme nya bagus banget TPI KLO trus²an kalah lama lama gua bintang 1,5,positif
Mobile gends lebih bagus Aku kasih bintang aja ya,5,positif
game moba yg sangat bagus,5,positif
"pliss revam alucard stability I think Alucard needs a durability that suits the current meta, please, 🙏😞",5,positif
saranku hapus aja game nya yah,2,negatif
"bagus sih,tapi ada yang kurang, 1 , dark sistem di musnahkan 2,grafik harus sama kayak genshin 3, jaringan nya lemot padahal di perangkat bagus. 4, fitur transfer coin/BP 5,revamp skin hanabi colector 6,badang CC nya gak ngotak 7,udah sih itu aja🗿",3,netral
"Team nya selalu dapat yang bodoh, belom pernah dapat tim jago.",1,negatif
dpt tim gk ada yg bnr,3,netral
banyak dark sistem atau matchmaking yang tidak fair,1,negatif
gema ini sangat bagus sekali dan juga moonton baik sekali seperti bagi bagi skin gratis dan masih banyak lagi terima kasih,5,positif
AWOKWOK SISTEM MATCHING MAIN SOLO HANCUR 1 VS 9 AWOKWOK GAME RUSAK,5,positif
Cok taek,1,negatif
ya alllah monton jangan kasih tim yang drak sistem kahh capek,5,positif
jangan mau donwload game gratis bayarnya pake mental,1,negatif
mantap hiburan di waktu gabut,5,positif
game buruk membosankan,1,negatif
"gimana sih matchmaking ssh bgt ksih lawan seimbang, game stress. dri dulu ga prnh diubah, msih kurang bgt ini game, udh lah kikir lagi hadehhhhhh",1,negatif
dikasih drag sistem,1,negatif
"minimal ngasi tim tu yg sebanding, ini malah tim nya cacat musuh nya jago² bangst. klo ngasi tu yg sebanding, jgn keenakan ngasi skin gratis tapi tim nya autis. kita udh enak² main nya, tim nya malah ga enak bbiiii. gwa kasi rating 1 sampe kapan pun klo lu belum benerin sistem nya mek, kasi gwa ws baru gwa kasi bintang 5.",1,negatif
game gak jelas di kasi tim poke terus,1,negatif
MONTON Tolong Lah Kurangin Dark System Aku ini lost Treak 7 kali loh monton,2,negatif
"main gamenya patah patah, padahal penyimpanan gue besar and chipset gue bagus, semogaa bisa di liatt...",3,netral
game terbaik,5,positif
menurut saya game mobile legenda tidak begitu penting terlalu ngabisin kouat supaya hp kita cepat panas ada ngabisin internal dan ram hp kita,1,negatif
gem kon*** kalah 5kali mmr turun 156 an****,1,negatif
ok,5,positif
dikasih tim yang drack sistem,3,netral
